          Category;                      Type;  Run Identifier;  Sample Identifier;         Score;  Score Metric
      native-image;               monomorphic;         default;                 20;       102.790;  Power (Watt)
      native-image;               monomorphic;         default;                 21;       105.720;  Power (Watt)
      native-image;               monomorphic;         default;                 22;       103.600;  Power (Watt)
      native-image;               monomorphic;         default;                 23;       103.150;  Power (Watt)
      native-image;               monomorphic;         default;                 24;       105.250;  Power (Watt)
      native-image;               monomorphic;         default;                 25;       102.970;  Power (Watt)
      native-image;               monomorphic;         default;                 26;       102.870;  Power (Watt)
      native-image;               monomorphic;         default;                 27;       102.200;  Power (Watt)
      native-image;               monomorphic;         default;                 28;       103.060;  Power (Watt)
      native-image;               monomorphic;         default;                 29;       102.640;  Power (Watt)
      native-image;               monomorphic;         default;                 30;       103.130;  Power (Watt)
      native-image;               monomorphic;         default;                 31;       103.440;  Power (Watt)
      native-image;               monomorphic;         default;                 32;        98.880;  Power (Watt)
      native-image;               monomorphic;         default;                 33;       100.010;  Power (Watt)
      native-image;               monomorphic;         default;                 34;        96.700;  Power (Watt)
      native-image;               monomorphic;         default;                 35;        86.750;  Power (Watt)
      native-image;               monomorphic;         default;                 36;        83.190;  Power (Watt)
      native-image;               monomorphic;         default;                 37;        67.190;  Power (Watt)
     azul-prime-vm;             megamorphic_8;         default;                  1;        14.350;  Power (Watt)
     azul-prime-vm;             megamorphic_8;         default;                  2;        13.390;  Power (Watt)
     azul-prime-vm;             megamorphic_8;         default;                  3;        13.950;  Power (Watt)
     azul-prime-vm;             megamorphic_8;         default;                  4;       106.690;  Power (Watt)
     azul-prime-vm;             megamorphic_8;         default;                  5;       110.100;  Power (Watt)
     azul-prime-vm;             megamorphic_8;         default;                  6;       104.380;  Power (Watt)
     azul-prime-vm;             megamorphic_8;         default;                  7;       108.080;  Power (Watt)
     azul-prime-vm;             megamorphic_8;         default;                  8;       105.260;  Power (Watt)
     azul-prime-vm;             megamorphic_8;         default;                  9;       106.100;  Power (Watt)
        graalvm-ce;               monomorphic;         default;                  1;        15.400;  Power (Watt)
        graalvm-ce;               monomorphic;         default;                  2;        13.530;  Power (Watt)
        graalvm-ce;               monomorphic;         default;                  3;        15.880;  Power (Watt)
        graalvm-ce;               monomorphic;         default;                  4;        71.070;  Power (Watt)
        graalvm-ce;               monomorphic;         default;                  5;       101.290;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                  1;         4.630;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                  2;         2.030;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                  3;         5.630;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                  4;        97.600;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                  5;       105.230;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                  6;        67.300;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                  7;        85.960;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                  8;        67.600;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                  9;        84.470;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 10;       116.890;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 11;       105.310;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 12;       101.200;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 13;       102.450;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 14;        97.290;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 15;       106.400;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 16;       102.420;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 17;       103.660;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 18;       102.530;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 19;        98.920;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 20;       107.920;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 21;       100.060;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 22;       106.630;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 23;       103.880;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 24;       102.330;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 25;       102.400;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 26;       102.190;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 27;       101.050;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 28;        97.620;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 29;       103.690;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 30;         3.700;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 31;         2.580;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 32;         2.650;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 33;        95.180;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 34;        92.950;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 35;        95.900;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 36;        87.310;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 37;        83.140;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 38;        83.620;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 39;       113.930;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 40;       107.890;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 41;       102.440;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 42;       102.470;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 43;        98.980;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 44;       101.800;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 45;       100.830;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 46;        99.230;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 47;       101.100;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 48;       106.350;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 49;        99.800;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 50;       105.680;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 51;       101.310;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 52;       101.500;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 53;       102.100;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 54;       101.910;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 55;       103.280;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 56;       103.890;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 57;       102.720;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 58;       100.690;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 59;       101.600;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 60;       101.740;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 61;       101.980;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 62;       104.740;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 63;       105.190;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 64;       106.010;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 65;       107.660;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 66;       101.930;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 67;        93.450;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 68;       104.360;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 69;       101.000;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 70;       104.910;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 71;       108.430;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 72;        83.960;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 73;        66.020;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 74;        61.770;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 75;        66.370;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 76;        43.890;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 77;        38.010;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 78;        34.620;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 79;        34.710;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 80;        52.110;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 81;        86.980;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 82;        38.640;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 83;        37.160;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 84;        34.800;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 85;        34.350;  Power (Watt)
      native-image;             megamorphic_3;             pgo;                 86;        52.590;  Power (Watt)
openjdk-hotspot-vm;             megamorphic_3;         default;                  1;        15.200;  Power (Watt)
openjdk-hotspot-vm;             megamorphic_3;         default;                  2;        15.580;  Power (Watt)
openjdk-hotspot-vm;             megamorphic_3;         default;                  3;        15.470;  Power (Watt)
openjdk-hotspot-vm;             megamorphic_3;         default;                  4;        72.120;  Power (Watt)
openjdk-hotspot-vm;             megamorphic_3;         default;                  5;        80.010;  Power (Watt)
openjdk-hotspot-vm;             megamorphic_8;         default;                  1;        17.200;  Power (Watt)
openjdk-hotspot-vm;             megamorphic_8;         default;                  2;        13.600;  Power (Watt)
openjdk-hotspot-vm;             megamorphic_8;         default;                  3;        16.030;  Power (Watt)
openjdk-hotspot-vm;             megamorphic_8;         default;                  4;        95.920;  Power (Watt)
openjdk-hotspot-vm;             megamorphic_8;         default;                  5;        95.780;  Power (Watt)
    oracle-graalvm;               monomorphic;         default;                  1;        16.870;  Power (Watt)
    oracle-graalvm;               monomorphic;         default;                  2;        14.080;  Power (Watt)
    oracle-graalvm;               monomorphic;         default;                  3;        14.040;  Power (Watt)
    oracle-graalvm;               monomorphic;         default;                  4;        88.490;  Power (Watt)
    oracle-graalvm;               monomorphic;         default;                  5;        94.460;  Power (Watt)
     azul-prime-vm;                 bimorphic;         default;                  1;        15.550;  Power (Watt)
     azul-prime-vm;                 bimorphic;         default;                  2;        12.990;  Power (Watt)
     azul-prime-vm;                 bimorphic;         default;                  3;        14.090;  Power (Watt)
     azul-prime-vm;                 bimorphic;         default;                  4;       109.340;  Power (Watt)
     azul-prime-vm;                 bimorphic;         default;                  5;       107.140;  Power (Watt)
     azul-prime-vm;                 bimorphic;         default;                  6;       108.740;  Power (Watt)
     azul-prime-vm;                 bimorphic;         default;                  7;       106.080;  Power (Watt)
     azul-prime-vm;                 bimorphic;         default;                  8;        79.660;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                  1;         4.990;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                  2;         2.240;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                  3;         5.460;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                  4;        90.810;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                  5;        83.750;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                  6;        88.730;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                  7;        70.510;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                  8;        74.470;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                  9;        67.460;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 10;        74.200;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 11;       117.390;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 12;       102.740;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 13;       103.540;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 14;       104.490;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 15;       100.010;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 16;        97.480;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 17;       114.030;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 18;       101.450;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 19;        99.220;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 20;       107.620;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 21;        96.460;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 22;       107.340;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 23;       101.980;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 24;       102.080;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 25;       101.860;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 26;       101.970;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 27;       101.090;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 28;        97.050;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 29;        99.720;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 30;        63.130;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 31;         3.720;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 32;         3.260;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 33;         4.180;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 34;        84.280;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 35;       105.260;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 36;        79.840;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 37;        92.230;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 38;        82.100;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 39;        89.780;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 40;       119.720;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 41;       101.960;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 42;       100.980;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 43;       102.870;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 44;       101.760;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 45;        99.360;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 46;       104.170;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 47;        92.410;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 48;       105.630;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 49;       108.680;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 50;        96.000;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 51;       108.680;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 52;       100.990;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 53;       101.030;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 54;       101.510;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 55;       101.450;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 56;       101.080;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 57;       101.810;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 58;       101.500;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 59;       104.530;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 60;       102.450;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 61;       100.560;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 62;       102.840;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 63;       104.580;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 64;       105.800;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 65;       106.930;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 66;       106.980;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 67;       107.070;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 68;        96.700;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 69;       104.240;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 70;       107.420;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 71;       107.500;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 72;        89.550;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 73;        69.850;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 74;        88.020;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 75;        61.420;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 76;        34.950;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 77;        36.390;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 78;        44.300;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 79;        54.940;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 80;        49.890;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 81;        35.700;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 82;        34.080;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 83;        36.120;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 84;        75.490;  Power (Watt)
      native-image;             megamorphic_8;             pgo;                 85;        55.200;  Power (Watt)
      native-image;             megamorphic_8;         default;                  1;         8.150;  Power (Watt)
      native-image;             megamorphic_8;         default;                  2;         7.100;  Power (Watt)
      native-image;             megamorphic_8;         default;                  3;        13.420;  Power (Watt)
      native-image;             megamorphic_8;         default;                  4;        94.560;  Power (Watt)
      native-image;             megamorphic_8;         default;                  5;        90.330;  Power (Watt)
      native-image;             megamorphic_8;         default;                  6;        95.790;  Power (Watt)
      native-image;             megamorphic_8;         default;                  7;        81.730;  Power (Watt)
      native-image;             megamorphic_8;         default;                  8;        81.640;  Power (Watt)
      native-image;             megamorphic_8;         default;                  9;        78.250;  Power (Watt)
      native-image;             megamorphic_8;         default;                 10;       117.260;  Power (Watt)
      native-image;             megamorphic_8;         default;                 11;       105.990;  Power (Watt)
      native-image;             megamorphic_8;         default;                 12;       102.800;  Power (Watt)
      native-image;             megamorphic_8;         default;                 13;       102.410;  Power (Watt)
      native-image;             megamorphic_8;         default;                 14;       103.020;  Power (Watt)
      native-image;             megamorphic_8;         default;                 15;       108.010;  Power (Watt)
      native-image;             megamorphic_8;         default;                 16;       103.270;  Power (Watt)
      native-image;             megamorphic_8;         default;                 17;       102.180;  Power (Watt)
      native-image;             megamorphic_8;         default;                 18;       105.550;  Power (Watt)
      native-image;             megamorphic_8;         default;                 19;       107.670;  Power (Watt)
      native-image;             megamorphic_8;         default;                 20;        96.450;  Power (Watt)
      native-image;             megamorphic_8;         default;                 21;       103.110;  Power (Watt)
      native-image;             megamorphic_8;         default;                 22;       102.520;  Power (Watt)
      native-image;             megamorphic_8;         default;                 23;       101.770;  Power (Watt)
      native-image;             megamorphic_8;         default;                 24;       101.440;  Power (Watt)
      native-image;             megamorphic_8;         default;                 25;       102.330;  Power (Watt)
      native-image;             megamorphic_8;         default;                 26;       101.630;  Power (Watt)
      native-image;             megamorphic_8;         default;                 27;       101.880;  Power (Watt)
      native-image;             megamorphic_8;         default;                 28;       102.060;  Power (Watt)
      native-image;             megamorphic_8;         default;                 29;       105.070;  Power (Watt)
      native-image;             megamorphic_8;         default;                 30;       101.820;  Power (Watt)
      native-image;             megamorphic_8;         default;                 31;       103.690;  Power (Watt)
      native-image;             megamorphic_8;         default;                 32;       103.440;  Power (Watt)
      native-image;             megamorphic_8;         default;                 33;       104.640;  Power (Watt)
      native-image;             megamorphic_8;         default;                 34;        94.880;  Power (Watt)
      native-image;             megamorphic_8;         default;                 35;       104.810;  Power (Watt)
      native-image;             megamorphic_3;         default;                  1;         9.030;  Power (Watt)
      native-image;             megamorphic_3;         default;                  2;         7.260;  Power (Watt)
      native-image;             megamorphic_3;         default;                  3;         9.150;  Power (Watt)
      native-image;             megamorphic_3;         default;                  4;        66.010;  Power (Watt)
      native-image;             megamorphic_3;         default;                  5;        73.680;  Power (Watt)
      native-image;             megamorphic_3;         default;                  6;        77.310;  Power (Watt)
      native-image;             megamorphic_3;         default;                  7;        79.710;  Power (Watt)
      native-image;             megamorphic_3;         default;                  8;        86.450;  Power (Watt)
      native-image;             megamorphic_3;         default;                  9;        78.450;  Power (Watt)
      native-image;             megamorphic_3;         default;                 10;       111.180;  Power (Watt)
      native-image;             megamorphic_3;         default;                 11;       105.050;  Power (Watt)
      native-image;             megamorphic_3;         default;                 12;       101.810;  Power (Watt)
      native-image;             megamorphic_3;         default;                 13;       103.940;  Power (Watt)
      native-image;             megamorphic_3;         default;                 14;       102.230;  Power (Watt)
      native-image;             megamorphic_3;         default;                 15;        97.820;  Power (Watt)
      native-image;             megamorphic_3;         default;                 16;        99.270;  Power (Watt)
      native-image;             megamorphic_3;         default;                 17;       113.530;  Power (Watt)
      native-image;             megamorphic_3;         default;                 18;       103.430;  Power (Watt)
      native-image;             megamorphic_3;         default;                 19;       102.720;  Power (Watt)
      native-image;             megamorphic_3;         default;                 20;       107.760;  Power (Watt)
      native-image;             megamorphic_3;         default;                 21;       100.000;  Power (Watt)
      native-image;             megamorphic_3;         default;                 22;       102.570;  Power (Watt)
      native-image;             megamorphic_3;         default;                 23;       102.430;  Power (Watt)
      native-image;             megamorphic_3;         default;                 24;       102.550;  Power (Watt)
      native-image;             megamorphic_3;         default;                 25;       101.520;  Power (Watt)
      native-image;             megamorphic_3;         default;                 26;       101.470;  Power (Watt)
      native-image;             megamorphic_3;         default;                 27;       102.390;  Power (Watt)
      native-image;             megamorphic_3;         default;                 28;       102.940;  Power (Watt)
      native-image;             megamorphic_3;         default;                 29;       103.370;  Power (Watt)
      native-image;             megamorphic_3;         default;                 30;       103.960;  Power (Watt)
      native-image;             megamorphic_3;         default;                 31;       102.410;  Power (Watt)
      native-image;             megamorphic_3;         default;                 32;        96.050;  Power (Watt)
      native-image;             megamorphic_3;         default;                 33;       101.670;  Power (Watt)
      native-image;             megamorphic_3;         default;                 34;       103.200;  Power (Watt)
      native-image;             megamorphic_3;         default;                 35;        93.730;  Power (Watt)
      native-image;             megamorphic_3;         default;                 36;       100.600;  Power (Watt)
      native-image;             megamorphic_3;         default;                 37;        77.770;  Power (Watt)
      native-image;             megamorphic_3;         default;                 38;        48.130;  Power (Watt)
     azul-prime-vm;             megamorphic_3;         default;                  1;        14.670;  Power (Watt)
     azul-prime-vm;             megamorphic_3;         default;                  2;        13.040;  Power (Watt)
     azul-prime-vm;             megamorphic_3;         default;                  3;        16.220;  Power (Watt)
     azul-prime-vm;             megamorphic_3;         default;                  4;       108.470;  Power (Watt)
     azul-prime-vm;             megamorphic_3;         default;                  5;       108.480;  Power (Watt)
     azul-prime-vm;             megamorphic_3;         default;                  6;       107.800;  Power (Watt)
     azul-prime-vm;             megamorphic_3;         default;                  7;       106.020;  Power (Watt)
     azul-prime-vm;             megamorphic_3;         default;                  8;       105.580;  Power (Watt)
 eclipse-openj9-vm;                 bimorphic;         default;                  1;        15.110;  Power (Watt)
 eclipse-openj9-vm;                 bimorphic;         default;                  2;        13.140;  Power (Watt)
 eclipse-openj9-vm;                 bimorphic;         default;                  3;        14.170;  Power (Watt)
 eclipse-openj9-vm;                 bimorphic;         default;                  4;        52.760;  Power (Watt)
 eclipse-openj9-vm;                 bimorphic;         default;                  5;        63.310;  Power (Watt)
 eclipse-openj9-vm;                 bimorphic;         default;                  6;        65.820;  Power (Watt)
 eclipse-openj9-vm;             megamorphic_3;         default;                  1;        14.890;  Power (Watt)
 eclipse-openj9-vm;             megamorphic_3;         default;                  2;        13.570;  Power (Watt)
 eclipse-openj9-vm;             megamorphic_3;         default;                  3;        13.990;  Power (Watt)
 eclipse-openj9-vm;             megamorphic_3;         default;                  4;        57.730;  Power (Watt)
 eclipse-openj9-vm;             megamorphic_3;         default;                  5;        66.330;  Power (Watt)
 eclipse-openj9-vm;             megamorphic_3;         default;                  6;        71.340;  Power (Watt)
        graalvm-ce;                 bimorphic;         default;                  1;        15.860;  Power (Watt)
        graalvm-ce;                 bimorphic;         default;                  2;        12.990;  Power (Watt)
        graalvm-ce;                 bimorphic;         default;                  3;        14.130;  Power (Watt)
        graalvm-ce;                 bimorphic;         default;                  4;        76.030;  Power (Watt)
        graalvm-ce;                 bimorphic;         default;                  5;        81.880;  Power (Watt)
     azul-prime-vm;               monomorphic;         default;                  1;        17.660;  Power (Watt)
     azul-prime-vm;               monomorphic;         default;                  2;        13.360;  Power (Watt)
     azul-prime-vm;               monomorphic;         default;                  3;        13.940;  Power (Watt)
     azul-prime-vm;               monomorphic;         default;                  4;       106.060;  Power (Watt)
     azul-prime-vm;               monomorphic;         default;                  5;       108.800;  Power (Watt)
     azul-prime-vm;               monomorphic;         default;                  6;       104.600;  Power (Watt)
     azul-prime-vm;               monomorphic;         default;                  7;       108.030;  Power (Watt)
